group,n,mae,rmse
"('Banking', 'Business Analyst', 'Sr.Manager', 'Under Grad')",4,390958.23,627793.56
"('Banking', 'Business Analyst', 'Web Designer', 'Grad')",2,143995.16,201263.03
"('Banking', 'Business Analyst', 'Web Designer', 'PG')",1,29183.5,29183.5
"('Banking', 'Business Analyst', 'Web Designer', 'Under Grad')",1,983261.32,983261.32
"('Banking', 'CEO', 'Assistant Manager', 'Doctorate')",2,488874.91,509284.33
"('Banking', 'CEO', 'Assistant Manager', 'Grad')",3,4806.5,5080.59
"('Banking', 'CEO', 'Assistant Manager', 'Under Grad')",1,244352.91,244352.91
"('Banking', 'CEO', 'CA', 'Doctorate')",1,1961864.58,1961864.58
"('Banking', 'CEO', 'CA', 'Under Grad')",1,1902.8,1902.8
"('Banking', 'CEO', 'Consultant', 'Doctorate')",4,724391.0,1051684.38
"('Banking', 'CEO', 'Consultant', 'Grad')",1,17787.5,17787.5
"('Banking', 'CEO', 'Consultant', 'Under Grad')",3,74860.44,95442.93
"('Banking', 'CEO', 'Data Analyst', 'Doctorate')",2,634516.09,894933.21
"('Banking', 'CEO', 'Data Analyst', 'Grad')",2,127845.79,177200.2
"('Banking', 'CEO', 'Data Analyst', 'PG')",2,590753.09,609928.7
"('Banking', 'CEO', 'Data Analyst', 'Under Grad')",1,9442.1,9442.1
"('Banking', 'CEO', 'Director', 'PG')",1,451895.27,451895.27
"('Banking', 'CEO', 'Director', 'Under Grad')",1,154512.27,154512.27
"('Banking', 'CEO', 'HR', 'Doctorate')",1,56446.2,56446.2
"('Banking', 'CEO', 'HR', 'Grad')",2,15010.65,15247.64
"('Banking', 'CEO', 'HR', 'PG')",2,732043.0,767710.69
"('Banking', 'CEO', 'HR', 'Under Grad')",1,213392.0,213392.0
"('Banking', 'CEO', 'Manager', 'Doctorate')",2,309378.41,423862.69
"('Banking', 'CEO', 'Manager', 'Grad')",1,7868.0,7868.0
"('Banking', 'CEO', 'Manager', 'PG')",2,681346.82,770820.22
"('Banking', 'CEO', 'Manager', 'Under Grad')",4,20919.88,31840.23
"('Banking', 'CEO', 'Marketing Manager', 'Doctorate')",1,27873.8,27873.8
"('Banking', 'CEO', 'Marketing Manager', 'Grad')",3,185853.7,222377.05
"('Banking', 'CEO', 'Marketing Manager', 'PG')",3,26453.1,28342.9
"('Banking', 'CEO', 'Marketing Manager', 'Under Grad')",2,140317.3,186154.37
"('Banking', 'CEO', 'Medical Officer', 'Doctorate')",1,626575.63,626575.63
"('Banking', 'CEO', 'Medical Officer', 'Under Grad')",2,459067.51,626152.22
"('Banking', 'CEO', 'Network Engineer', 'PG')",2,424365.86,595806.55
"('Banking', 'CEO', 'Network Engineer', 'Under Grad')",1,5701.9,5701.9
"('Banking', 'CEO', 'Others', 'Doctorate')",2,136770.66,137045.15
"('Banking', 'CEO', 'Others', 'Grad')",2,157648.5,221045.01
"('Banking', 'CEO', 'Others', 'PG')",3,103950.83,160755.34
"('Banking', 'CEO', 'Others', 'Under Grad')",2,136454.71,183828.27
"('Banking', 'CEO', 'Product Manager', 'Doctorate')",2,964277.06,1352820.16
"('Banking', 'CEO', 'Product Manager', 'Grad')",4,120545.36,153170.66
"('Banking', 'CEO', 'Product Manager', 'PG')",4,44693.58,77946.91
"('Banking', 'CEO', 'Product Manager', 'Under Grad')",1,13568.5,13568.5
"('Banking', 'CEO', 'Research Analyst', 'Doctorate')",3,965186.82,1465533.57
"('Banking', 'CEO', 'Research Analyst', 'Under Grad')",2,264444.84,366020.17
"('Banking', 'CEO', 'Research Scientist', 'Grad')",1,997.8,997.8
"('Banking', 'CEO', 'Research Scientist', 'Under Grad')",1,257133.53,257133.53
"('Banking', 'CEO', 'Software Developer', 'Doctorate')",1,335984.13,335984.13
"('Banking', 'CEO', 'Software Developer', 'PG')",1,908778.13,908778.13
"('Banking', 'CEO', 'Sr.Manager', 'Doctorate')",3,984672.13,1246221.69
"('Banking', 'CEO', 'Sr.Manager', 'Grad')",4,132106.19,209085.69
"('Banking', 'CEO', 'Sr.Manager', 'PG')",1,1202337.13,1202337.13
"('Banking', 'CEO', 'Sr.Manager', 'Under Grad')",1,4364.5,4364.5
"('Banking', 'CEO', 'Web Designer', 'Grad')",2,117853.66,163786.0
"('Banking', 'CEO', 'Web Designer', 'PG')",1,852177.82,852177.82
"('Banking', 'Consultant', 'Assistant Manager', 'Doctorate')",2,1198901.91,1647157.94
"('Banking', 'Consultant', 'Assistant Manager', 'Grad')",4,19811.5,22047.31
"('Banking', 'Consultant', 'Assistant Manager', 'PG')",4,594100.17,1014009.53
"('Banking', 'Consultant', 'Assistant Manager', 'Under Grad')",4,455312.91,584512.08
"('Banking', 'Consultant', 'CA', 'Grad')",1,3083.0,3083.0
"('Banking', 'Consultant', 'CA', 'Under Grad')",2,306739.39,424250.6
"('Banking', 'Consultant', 'Consultant', 'Doctorate')",3,1551771.27,1551859.69
"('Banking', 'Consultant', 'Consultant', 'Grad')",2,501706.26,690035.95
"('Banking', 'Consultant', 'Consultant', 'PG')",2,172689.88,235579.74
"('Banking', 'Consultant', 'Consultant', 'Under Grad')",3,434285.51,561792.16
"('Banking', 'Consultant', 'Data Analyst', 'Doctorate')",4,792017.19,929802.07
"('Banking', 'Consultant', 'Data Analyst', 'Grad')",5,239729.14,461182.82
"('Banking', 'Consultant', 'Data Analyst', 'PG')",3,218132.74,348902.29
"('Banking', 'Consultant', 'Data Analyst', 'Under Grad')",2,69618.04,91591.21
"('Banking', 'Consultant', 'Director', 'Doctorate')",3,148851.89,221013.93
"('Banking', 'Consultant', 'Director', 'Grad')",1,8434.2,8434.2
"('Banking', 'Consultant', 'Director', 'PG')",1,26137.8,26137.8
"('Banking', 'Consultant', 'Director', 'Under Grad')",1,7401.5,7401.5
"('Banking', 'Consultant', 'HR', 'Grad')",2,792356.42,862430.07
"('Banking', 'Consultant', 'HR', 'PG')",1,808257.92,808257.92
"('Banking', 'Consultant', 'HR', 'Under Grad')",2,624117.96,800864.3
"('Banking', 'Consultant', 'Manager', 'Doctorate')",1,363612.32,363612.32
"('Banking', 'Consultant', 'Manager', 'Grad')",1,1206779.67,1206779.67
"('Banking', 'Consultant', 'Manager', 'PG')",2,258605.34,355156.34
"('Banking', 'Consultant', 'Manager', 'Under Grad')",1,21127.2,21127.2
"('Banking', 'Consultant', 'Marketing Manager', 'Doctorate')",3,31617.0,39114.19
"('Banking', 'Consultant', 'Marketing Manager', 'Grad')",1,447224.2,447224.2
"('Banking', 'Consultant', 'Marketing Manager', 'Under Grad')",3,752452.73,919370.88
"('Banking', 'Consultant', 'Medical Officer', 'Doctorate')",2,326982.78,452551.02
"('Banking', 'Consultant', 'Medical Officer', 'Grad')",3,694987.59,769972.31
"('Banking', 'Consultant', 'Medical Officer', 'PG')",1,872043.07,872043.07
"('Banking', 'Consultant', 'Medical Officer', 'Under Grad')",2,1012196.57,1012335.34
"('Banking', 'Consultant', 'Network Engineer', 'Doctorate')",1,297841.21,297841.21
"('Banking', 'Consultant', 'Others', 'Grad')",3,478154.2,609621.04
"('Banking', 'Consultant', 'Others', 'PG')",3,1299437.86,1392794.67
"('Banking', 'Consultant', 'Others', 'Under Grad')",3,315255.88,321936.82
"('Banking', 'Consultant', 'Product Manager', 'Doctorate')",1,15857.18,15857.18
"('Banking', 'Consultant', 'Product Manager', 'Grad')",3,402405.77,618391.5
"('Banking', 'Consultant', 'Product Manager', 'PG')",1,11645.2,11645.2
"('Banking', 'Consultant', 'Product Manager', 'Under Grad')",4,1116102.68,1116401.94
"('Banking', 'Consultant', 'Research Analyst', 'Doctorate')",2,1171086.21,1181877.65
"('Banking', 'Consultant', 'Research Analyst', 'Grad')",1,26575.5,26575.5
"('Banking', 'Consultant', 'Research Analyst', 'PG')",4,455667.59,558338.37
"('Banking', 'Consultant', 'Research Analyst', 'Under Grad')",2,634221.93,669178.66
"('Banking', 'Consultant', 'Research Scientist', 'Grad')",1,70313.53,70313.53
"('Banking', 'Consultant', 'Research Scientist', 'PG')",1,36014.53,36014.53
"('Banking', 'Consultant', 'Software Developer', 'Doctorate')",1,772222.89,772222.89
"('Banking', 'Consultant', 'Software Developer', 'Grad')",1,213931.89,213931.89
"('Banking', 'Consultant', 'Software Developer', 'PG')",1,815569.89,815569.89
"('Banking', 'Consultant', 'Software Developer', 'Under Grad')",1,1098363.89,1098363.89
"('Banking', 'Consultant', 'Sr.Manager', 'Doctorate')",2,351612.06,463066.14
"('Banking', 'Consultant', 'Sr.Manager', 'Grad')",4,695793.93,821330.02
"('Banking', 'Consultant', 'Sr.Manager', 'PG')",3,467512.91,597026.87
"('Banking', 'Consultant', 'Sr.Manager', 'Under Grad')",1,45985.8,45985.8
"('Banking', 'Consultant', 'Web Designer', 'PG')",2,727909.07,802120.02
"('Banking', 'Consultant', 'Web Designer', 'Under Grad')",1,519852.32,519852.32
"('Banking', 'Financial Analyst', 'Assistant Manager', 'Grad')",2,1032323.84,1040280.52
"('Banking', 'Financial Analyst', 'Assistant Manager', 'PG')",3,1207015.91,1242040.03
"('Banking', 'Financial Analyst', 'Assistant Manager', 'Under Grad')",1,1273690.34,1273690.34
"('Banking', 'Financial Analyst', 'CA', 'Grad')",3,460215.72,608345.21
"('Banking', 'Financial Analyst', 'CA', 'PG')",6,397997.11,548868.87
"('Banking', 'Financial Analyst', 'CA', 'Under Grad')",1,1214301.0,1214301.0
"('Banking', 'Financial Analyst', 'Consultant', 'Doctorate')",2,45051.3,62966.11
"('Banking', 'Financial Analyst', 'Consultant', 'Grad')",2,1021584.21,1023661.72
"('Banking', 'Financial Analyst', 'Consultant', 'PG')",3,208127.84,346690.41
"('Banking', 'Financial Analyst', 'Consultant', 'Under Grad')",2,382595.81,524297.05
"('Banking', 'Financial Analyst', 'Data Analyst', 'Grad')",1,19276.8,19276.8
"('Banking', 'Financial Analyst', 'Data Analyst', 'PG')",2,957989.01,980665.33
"('Banking', 'Financial Analyst', 'Data Analyst', 'Under Grad')",2,118025.43,153738.42
"('Banking', 'Financial Analyst', 'Director', 'Doctorate')",3,682105.76,1138080.5
"('Banking', 'Financial Analyst', 'Director', 'PG')",2,606955.74,845143.83
"('Banking', 'Financial Analyst', 'HR', 'Doctorate')",5,398275.14,643838.99
"('Banking', 'Financial Analyst', 'HR', 'Grad')",2,976990.92,977234.8
"('Banking', 'Financial Analyst', 'HR', 'PG')",1,15850.5,15850.5
"('Banking', 'Financial Analyst', 'HR', 'Under Grad')",1,989098.92,989098.92
"('Banking', 'Financial Analyst', 'Manager', 'Doctorate')",2,1728091.82,1760383.24
"('Banking', 'Financial Analyst', 'Manager', 'Grad')",2,61502.91,79681.14
"('Banking', 'Financial Analyst', 'Manager', 'PG')",1,1451987.32,1451987.32
"('Banking', 'Financial Analyst', 'Manager', 'Under Grad')",2,641559.5,735140.05
"('Banking', 'Financial Analyst', 'Marketing Manager', 'Doctorate')",3,476089.79,547541.22
"('Banking', 'Financial Analyst', 'Marketing Manager', 'Grad')",3,372986.26,563522.42
"('Banking', 'Financial Analyst', 'Marketing Manager', 'PG')",2,647490.2,708416.82
"('Banking', 'Financial Analyst', 'Marketing Manager', 'Under Grad')",1,1212658.2,1212658.2
"('Banking', 'Financial Analyst', 'Medical Officer', 'Grad')",1,895948.07,895948.07
"('Banking', 'Financial Analyst', 'Network Engineer', 'Doctorate')",1,946815.21,946815.21
"('Banking', 'Financial Analyst', 'Network Engineer', 'Grad')",1,795872.6,795872.6
"('Banking', 'Financial Analyst', 'Others', 'Doctorate')",3,205889.94,269191.31
"('Banking', 'Financial Analyst', 'Others', 'Grad')",2,324781.19,331303.41
"('Banking', 'Financial Analyst', 'Others', 'PG')",2,207826.48,281137.56
"('Banking', 'Financial Analyst', 'Others', 'Under Grad')",1,77046.16,77046.16
"('Banking', 'Financial Analyst', 'Product Manager', 'Doctorate')",4,171339.5,303970.88
"('Banking', 'Financial Analyst', 'Product Manager', 'Grad')",1,343564.32,343564.32
"('Banking', 'Financial Analyst', 'Product Manager', 'PG')",2,5868.06,6186.5
"('Banking', 'Financial Analyst', 'Product Manager', 'Under Grad')",1,1019243.18,1019243.18
"('Banking', 'Financial Analyst', 'Research Analyst', 'Doctorate')",1,16909.1,16909.1
"('Banking', 'Financial Analyst', 'Research Analyst', 'Grad')",1,963923.93,963923.93
"('Banking', 'Financial Analyst', 'Research Analyst', 'PG')",1,541816.48,541816.48
"('Banking', 'Financial Analyst', 'Research Analyst', 'Under Grad')",1,1566.0,1566.0
"('Banking', 'Financial Analyst', 'Research Scientist', 'Doctorate')",1,1189366.03,1189366.03
"('Banking', 'Financial Analyst', 'Research Scientist', 'Grad')",1,942617.03,942617.03
"('Banking', 'Financial Analyst', 'Scientist', 'Grad')",1,1974.7,1974.7
"('Banking', 'Financial Analyst', 'Software Developer', 'Doctorate')",1,832285.89,832285.89
"('Banking', 'Financial Analyst', 'Software Developer', 'Grad')",1,285871.13,285871.13
"('Banking', 'Financial Analyst', 'Software Developer', 'PG')",1,28175.2,28175.2
"('Banking', 'Financial Analyst', 'Software Developer', 'Under Grad')",2,330456.01,333530.64
"('Banking', 'Financial Analyst', 'Sr.Manager', 'Doctorate')",4,117486.13,167364.24
"('Banking', 'Financial Analyst', 'Sr.Manager', 'Grad')",3,81924.98,114647.75
"('Banking', 'Financial Analyst', 'Sr.Manager', 'PG')",2,264123.31,371627.76
"('Banking', 'Financial Analyst', 'Sr.Manager', 'Under Grad')",1,14431.0,14431.0
"('Banking', 'Financial Analyst', 'Web Designer', 'Doctorate')",3,1218657.99,1252028.11
"('Banking', 'Financial Analyst', 'Web Designer', 'PG')",2,518572.96,718437.86
"('Banking', 'Head', 'Assistant Manager', 'Doctorate')",4,341792.98,430000.02
"('Banking', 'Head', 'Assistant Manager', 'Grad')",3,308636.91,313120.93
"('Banking', 'Head', 'Assistant Manager', 'PG')",3,636711.54,924157.83
"('Banking', 'Head', 'Assistant Manager', 'Under Grad')",3,4730.53,4925.15
"('Banking', 'Head', 'CA', 'Grad')",1,139556.58,139556.58
"('Banking', 'Head', 'CA', 'PG')",1,615128.58,615128.58
"('Banking', 'Head', 'CA', 'Under Grad')",1,13361.5,13361.5
"('Banking', 'Head', 'Consultant', 'PG')",1,9321.2,9321.2
"('Banking', 'Head', 'Consultant', 'Under Grad')",3,159275.87,261192.41
"('Banking', 'Head', 'Data Analyst', 'Doctorate')",1,360800.09,360800.09
"('Banking', 'Head', 'Data Analyst', 'Grad')",1,385920.09,385920.09
"('Banking', 'Head', 'Data Analyst', 'PG')",2,384740.04,537264.31
"('Banking', 'Head', 'Data Analyst', 'Under Grad')",1,202339.93,202339.93
"('Banking', 'Head', 'Director', 'Doctorate')",1,305948.27,305948.27
"('Banking', 'Head', 'Director', 'PG')",1,12398.8,12398.8
"('Banking', 'Head', 'HR', 'Doctorate')",1,181600.0,181600.0
"('Banking', 'Head', 'HR', 'PG')",1,19198.5,19198.5
"('Banking', 'Head', 'HR', 'Under Grad')",1,2923.2,2923.2
"('Banking', 'Head', 'Manager', 'Grad')",2,169225.16,208901.34
"('Banking', 'Head', 'Manager', 'PG')",2,27634.65,31983.99
"('Banking', 'Head', 'Manager', 'Under Grad')",1,285485.67,285485.67
"('Banking', 'Head', 'Marketing Manager', 'Doctorate')",2,39362.65,46057.1
"('Banking', 'Head', 'Marketing Manager', 'Grad')",1,916.2,916.2
"('Banking', 'Head', 'Marketing Manager', 'PG')",1,477906.79,477906.79
"('Banking', 'Head', 'Marketing Manager', 'Under Grad')",1,97360.79,97360.79
"('Banking', 'Head', 'Medical Officer', 'Doctorate')",3,969675.96,1287161.78
"('Banking', 'Head', 'Medical Officer', 'Grad')",1,106585.63,106585.63
"('Banking', 'Head', 'Medical Officer', 'PG')",1,1693387.63,1693387.63
"('Banking', 'Head', 'Network Engineer', 'Grad')",1,316926.21,316926.21
"('Banking', 'Head', 'Network Engineer', 'Under Grad')",1,620398.21,620398.21
"('Banking', 'Head', 'Others', 'Doctorate')",3,1025250.04,1230347.91
"('Banking', 'Head', 'Others', 'Grad')",1,29518.0,29518.0
"('Banking', 'Head', 'Others', 'PG')",3,398841.51,616541.67
"('Banking', 'Head', 'Others', 'Under Grad')",1,30712.5,30712.5
"('Banking', 'Head', 'Product Manager', 'Grad')",6,97313.03,162461.9
"('Banking', 'Head', 'Product Manager', 'Under Grad')",1,65902.32,65902.32
"('Banking', 'Head', 'Research Analyst', 'Doctorate')",3,682038.59,1170688.64
"('Banking', 'Head', 'Research Analyst', 'Grad')",2,281360.98,284434.26
"('Banking', 'Head', 'Research Analyst', 'PG')",4,502562.52,840947.34
"('Banking', 'Head', 'Research Analyst', 'Under Grad')",1,41731.2,41731.2
"('Banking', 'Head', 'Research Scientist', 'PG')",1,474962.53,474962.53
"('Banking', 'Head', 'Software Developer', 'PG')",1,11568.13,11568.13
"('Banking', 'Head', 'Software Developer', 'Under Grad')",3,29998.11,44754.42
"('Banking', 'Head', 'Sr.Manager', 'Doctorate')",3,1329686.13,1500177.07
"('Banking', 'Head', 'Sr.Manager', 'Grad')",3,271957.02,330099.11
"('Banking', 'Head', 'Sr.Manager', 'PG')",1,716466.13,716466.13
"('Banking', 'Head', 'Sr.Manager', 'Under Grad')",4,210571.61,249127.96
"('Banking', 'Head', 'Web Designer', 'Doctorate')",1,19556.2,19556.2
"('Banking', 'Head', 'Web Designer', 'PG')",1,522996.82,522996.82
"('Banking', 'Head', 'Web Designer', 'Under Grad')",1,8210.2,8210.2
"('Banking', 'Others', 'Assistant Manager', 'Doctorate')",5,1000951.28,1149744.78
"('Banking', 'Others', 'Assistant Manager', 'Grad')",1,891007.34,891007.34
"('Banking', 'Others', 'Assistant Manager', 'PG')",1,9706.5,9706.5
"('Banking', 'Others', 'Assistant Manager', 'Under Grad')",3,749078.01,832127.09
"('Banking', 'Others', 'CA', 'Doctorate')",1,378969.0,378969.0
"('Banking', 'Others', 'CA', 'Grad')",1,33594.58,33594.58
"('Banking', 'Others', 'CA', 'PG')",1,1162684.58,1162684.58
"('Banking', 'Others', 'CA', 'Under Grad')",1,469274.0,469274.0
"('Banking', 'Others', 'Consultant', 'Doctorate')",2,542921.03,757996.01
"('Banking', 'Others', 'Consultant', 'Grad')",3,232337.84,313095.31
"('Banking', 'Others', 'Consultant', 'PG')",1,1313957.27,1313957.27
"('Banking', 'Others', 'Consultant', 'Under Grad')",4,523519.81,674977.75
"('Banking', 'Others', 'Data Analyst', 'Doctorate')",1,1235729.93,1235729.93
"('Banking', 'Others', 'Data Analyst', 'Grad')",2,108682.44,149337.39
"('Banking', 'Others', 'Data Analyst', 'PG')",2,605628.43,666986.17
"('Banking', 'Others', 'Director', 'Under Grad')",2,77713.08,100473.92
"('Banking', 'Others', 'HR', 'Doctorate')",2,1311192.1,1830097.35
"('Banking', 'Others', 'HR', 'Grad')",5,240107.62,327207.62
"('Banking', 'Others', 'HR', 'PG')",2,473685.05,648855.8
"('Banking', 'Others', 'HR', 'Under Grad')",1,63014.0,63014.0
"('Banking', 'Others', 'Manager', 'Doctorate')",1,8289.8,8289.8
"('Banking', 'Others', 'Manager', 'Grad')",4,647728.88,755551.03
"('Banking', 'Others', 'Manager', 'PG')",3,748656.13,977118.61
"('Banking', 'Others', 'Manager', 'Under Grad')",2,1053113.67,1060222.41
"('Banking', 'Others', 'Marketing Manager', 'Doctorate')",3,238702.03,386011.37
"('Banking', 'Others', 'Marketing Manager', 'Grad')",4,69172.6,98939.53
"('Banking', 'Others', 'Marketing Manager', 'PG')",4,672033.5,799347.33
"('Banking', 'Others', 'Marketing Manager', 'Under Grad')",4,314366.27,599024.02
"('Banking', 'Others', 'Medical Officer', 'Doctorate')",7,590801.94,982216.09
"('Banking', 'Others', 'Medical Officer', 'Grad')",5,439814.35,573297.42
"('Banking', 'Others', 'Medical Officer', 'PG')",9,464140.76,497610.69
"('Banking', 'Others', 'Medical Officer', 'Under Grad')",9,604595.24,692007.85
"('Banking', 'Others', 'Network Engineer', 'Grad')",3,207379.74,347794.08
"('Banking', 'Others', 'Network Engineer', 'PG')",2,242482.91,302158.95
"('Banking', 'Others', 'Network Engineer', 'Under Grad')",3,711646.27,797424.8
"('Banking', 'Others', 'Others', 'Doctorate')",3,33941.4,38999.97
"('Banking', 'Others', 'Others', 'Grad')",3,342508.18,390473.87
"('Banking', 'Others', 'Others', 'PG')",5,393224.05,564602.89
"('Banking', 'Others', 'Others', 'Under Grad')",1,1927.5,1927.5
"('Banking', 'Others', 'Product Manager', 'Doctorate')",3,832713.61,961727.32
"('Banking', 'Others', 'Product Manager', 'Grad')",2,296612.75,296734.25
"('Banking', 'Others', 'Product Manager', 'PG')",3,254264.43,334629.67
"('Banking', 'Others', 'Product Manager', 'Under Grad')",1,50318.0,50318.0
"('Banking', 'Others', 'Research Analyst', 'Doctorate')",4,691932.46,802872.26
"('Banking', 'Others', 'Research Analyst', 'Grad')",3,430145.64,728961.86
"('Banking', 'Others', 'Research Analyst', 'Under Grad')",2,1139228.43,1140399.79
"('Banking', 'Others', 'Research Scientist', 'Doctorate')",2,265346.11,358230.55
"('Banking', 'Others', 'Research Scientist', 'Grad')",1,2012.53,2012.53
"('Banking', 'Others', 'Research Scientist', 'PG')",1,1220328.53,1220328.53
"('Banking', 'Others', 'Software Developer', 'Doctorate')",1,1386148.13,1386148.13
"('Banking', 'Others', 'Software Developer', 'PG')",5,437633.11,720144.89
